city,city_ascii,city_alt,lat,lng,country,iso2,iso3,admin_name,admin_name_ascii,admin_code,admin_type,capital,density,population,population_proper,ranking,timezone,same_name,id
Covington,Covington,,47.3668,-122.1044,United States,US,USA,Washington,Washington,US-WA,state,,1378.0,21175.0,21175.0,3,America/Los_Angeles,False,1840018425
Old Wauconda,Old Wauconda,,48.7124,-118.9548,United States,US,USA,Washington,Washington,US-WA,state,,0.8,,,5,America/Los_Angeles,False,1840120609
Old Royal,Old Royal,,48.1792,-124.4586,United States,US,USA,Washington,Washington,US-WA,state,,1.0,,,5,America/Los_Angeles,False,1840120606
Old Toroda,Old Toroda,,48.7777,-118.9114,United States,US,USA,Washington,Washington,US-WA,state,,2.4,,,5,America/Los_Angeles,False,1840120607
Old Town,Old Town,,48.1504,-123.1513,United States,US,USA,Washington,Washington,US-WA,state,,52.2,,,4,America/Los_Angeles,False,1840120608
Burton,Burton,,47.389,-122.4607,United States,US,USA,Washington,Washington,US-WA,state,,438.4,,,4,America/Los_Angeles,False,1840037625
Maple Valley,Maple Valley,,47.3659,-122.0368,United States,US,USA,Washington,Washington,US-WA,state,,1749.0,27202.0,27202.0,3,America/Los_Angeles,False,1840019828
Mansfield,Mansfield,,47.8119,-119.6379,United States,US,USA,Washington,Washington,US-WA,state,,409.0,343.0,343.0,3,America/Los_Angeles,False,1840022286
Wildwood,Wildwood,,46.4596,-123.0901,United States,US,USA,Washington,Washington,US-WA,state,,1.1,,,5,America/Los_Angeles,False,1840119599
Fort Canby,Fort Canby,,46.2834,-124.054,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120514
Fortson,Fortson,,48.2684,-121.7274,United States,US,USA,Washington,Washington,US-WA,state,,45.8,,,4,America/Los_Angeles,False,1840120515
Ellensburg,Ellensburg,,46.9994,-120.5477,United States,US,USA,Washington,Washington,US-WA,state,,1074.0,24377.0,21111.0,3,America/Los_Angeles,False,1840019841
Berrydale,Berrydale,,47.3398,-122.1279,United States,US,USA,Washington,Washington,US-WA,state,,358.7,,,3,America/Los_Angeles,False,1840037515
Pine Grove,Pine Grove,,48.6502,-118.684,United States,US,USA,Washington,Washington,US-WA,state,,124.0,158.0,158.0,3,America/Los_Angeles,False,1840043279
Malo,Malo,,48.7997,-118.6119,United States,US,USA,Washington,Washington,US-WA,state,,164.0,50.0,50.0,3,America/Los_Angeles,False,1840026093
Crater,Crater,,47.2457,-119.9487,United States,US,USA,Washington,Washington,US-WA,state,,12.1,,,4,America/Los_Angeles,False,1840120136
Frischknecht,Frischknecht,,46.7079,-118.9392,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120138
Gibbon,Gibbon,,46.236,-119.6617,United States,US,USA,Washington,Washington,US-WA,state,,7.6,,,5,America/Los_Angeles,False,1840120139
High Point,High Point,,47.5332,-121.9785,United States,US,USA,Washington,Washington,US-WA,state,,13.1,,,4,America/Los_Angeles,False,1840120543
High Rock,High Rock,,47.8129,-121.9826,United States,US,USA,Washington,Washington,US-WA,state,,59.2,,,4,America/Los_Angeles,False,1840037774
Bickleton,Bickleton,,46.0056,-120.308,United States,US,USA,Washington,Washington,US-WA,state,,8.0,102.0,102.0,3,America/Los_Angeles,False,1840017400
Kopiah,Kopiah,,46.7059,-122.8079,United States,US,USA,Washington,Washington,US-WA,state,,1.5,,,5,America/Los_Angeles,False,1840119845
Kitzmiller,Kitzmiller,,46.7582,-117.1677,United States,US,USA,Washington,Washington,US-WA,state,,511.7,,,4,America/Los_Angeles,False,1840119841
Klaber,Klaber,,46.5618,-123.1279,United States,US,USA,Washington,Washington,US-WA,state,,7.0,,,5,America/Los_Angeles,False,1840119842
Kirby,Kirby,,46.5132,-117.3907,United States,US,USA,Washington,Washington,US-WA,state,,2.1,,,5,America/Los_Angeles,False,1840119840
Knappton,Knappton,,46.2765,-123.8149,United States,US,USA,Washington,Washington,US-WA,state,,0.9,,,5,America/Los_Angeles,False,1840119844
Koontzville,Koontzville,,48.0157,-118.9472,United States,US,USA,Washington,Washington,US-WA,state,,27.6,,,4,America/Los_Angeles,False,1840037560
Klahanie,Klahanie,,47.4312,-122.4365,United States,US,USA,Washington,Washington,US-WA,state,,226.9,,,4,America/Los_Angeles,False,1840119843
Coulee Dam,Coulee Dam,,47.9689,-118.976,United States,US,USA,Washington,Washington,US-WA,state,,582.0,1080.0,1080.0,3,America/Los_Angeles,False,1840022270
Coulee City,Coulee City,,47.6122,-119.2895,United States,US,USA,Washington,Washington,US-WA,state,,235.0,564.0,564.0,3,America/Los_Angeles,False,1840022293
Enumclaw,Enumclaw,,47.2017,-121.9897,United States,US,USA,Washington,Washington,US-WA,state,,910.0,12190.0,12190.0,3,America/Los_Angeles,False,1840019825
East Wenatchee,East Wenatchee,,47.4174,-120.2822,United States,US,USA,Washington,Washington,US-WA,state,,1448.0,14219.0,14219.0,3,America/Los_Angeles,False,1840019795
McGowan,McGowan,,46.2462,-123.9074,United States,US,USA,Washington,Washington,US-WA,state,,2.7,,,5,America/Los_Angeles,False,1840119890
McDonald,McDonald,,47.0713,-119.2156,United States,US,USA,Washington,Washington,US-WA,state,,20.1,,,4,America/Los_Angeles,False,1840037571
McCoy,McCoy,,47.1857,-117.3096,United States,US,USA,Washington,Washington,US-WA,state,,0.8,,,5,America/Los_Angeles,False,1840119889
McCormick,McCormick,,46.5537,-123.326,United States,US,USA,Washington,Washington,US-WA,state,,6.2,,,5,America/Los_Angeles,False,1840119888
McCall,McCall,,46.2918,-118.2619,United States,US,USA,Washington,Washington,US-WA,state,,1.6,,,5,America/Los_Angeles,False,1840119886
McAdam,McAdam,,46.6968,-118.4222,United States,US,USA,Washington,Washington,US-WA,state,,0.3,,,5,America/Los_Angeles,False,1840119885
Mayview,Mayview,,46.631,-117.4657,United States,US,USA,Washington,Washington,US-WA,state,,0.3,,,5,America/Los_Angeles,False,1840119884
Grotto,Grotto,,47.7362,-121.4234,United States,US,USA,Washington,Washington,US-WA,state,,45.9,,,4,America/Los_Angeles,False,1840037772
Image,Image,,45.609,-122.582,United States,US,USA,Washington,Washington,US-WA,state,,1241.1,,,4,America/Los_Angeles,False,1840120183
Harbor Center,Harbor Center,,48.0087,-122.5249,United States,US,USA,Washington,Washington,US-WA,state,,401.6,,,4,America/Los_Angeles,False,1840120182
Cove,Cove,,47.452,-122.5079,United States,US,USA,Washington,Washington,US-WA,state,,125.5,,,4,America/Los_Angeles,False,1840037635
Cruzatt,Cruzatt,,45.5912,-122.1529,United States,US,USA,Washington,Washington,US-WA,state,,66.1,,,4,America/Los_Angeles,False,1840120215
Eatonville,Eatonville,,46.8681,-122.2697,United States,US,USA,Washington,Washington,US-WA,state,,639.0,3073.0,3026.0,3,America/Los_Angeles,False,1840021131
Steilacoom,Steilacoom,,47.1703,-122.5934,United States,US,USA,Washington,Washington,US-WA,state,,1226.0,6390.0,6390.0,3,America/Los_Angeles,False,1840022309
Starbuck,Starbuck,,46.5187,-118.1258,United States,US,USA,Washington,Washington,US-WA,state,,242.0,128.0,128.0,3,America/Los_Angeles,False,1840022325
Vantage,Vantage,,46.9452,-119.9921,United States,US,USA,Washington,Washington,US-WA,state,,25.0,22.0,22.0,3,America/Los_Angeles,False,1840018441
Flint,Flint,,46.4462,-120.3453,United States,US,USA,Washington,Washington,US-WA,state,,46.1,,,4,America/Los_Angeles,False,1840119767
Forbes,Forbes,,47.1104,-123.131,United States,US,USA,Washington,Washington,US-WA,state,,36.5,,,4,America/Los_Angeles,False,1840119768
Fragaria,Fragaria,,47.464,-122.5312,United States,US,USA,Washington,Washington,US-WA,state,,164.3,,,4,America/Los_Angeles,False,1840037550
Five Points,Five Points,,46.0801,-118.1119,United States,US,USA,Washington,Washington,US-WA,state,,1.6,,,5,America/Los_Angeles,False,1840119765
Flaig,Flaig,,47.1604,-117.2669,United States,US,USA,Washington,Washington,US-WA,state,,0.7,,,5,America/Los_Angeles,False,1840119766
Frankfort,Frankfort,,46.2804,-123.756,United States,US,USA,Washington,Washington,US-WA,state,,1.4,,,5,America/Los_Angeles,False,1840119770
White Bluffs,White Bluffs,,46.6665,-119.4847,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840120725
Velvet,Velvet,,48.986,-117.8269,United States,US,USA,Washington,Washington,US-WA,state,,3.3,,,5,America/Los_Angeles,False,1840120724
Harper,Harper,,47.5207,-122.5196,United States,US,USA,Washington,Washington,US-WA,state,,342.1,,,4,America/Los_Angeles,False,1840037659
Adna,Adna,,46.629,-123.0612,United States,US,USA,Washington,Washington,US-WA,state,,72.0,,,4,America/Los_Angeles,False,1840037489
Port Angeles,Port Angeles,,48.1142,-123.4565,United States,US,USA,Washington,Washington,US-WA,state,,729.0,24293.0,20229.0,3,America/Los_Angeles,False,1840019782
Electron,Electron,,46.9926,-122.1943,United States,US,USA,Washington,Washington,US-WA,state,,52.8,,,4,America/Los_Angeles,False,1840120501
Maynard,Maynard,,47.9976,-122.8838,United States,US,USA,Washington,Washington,US-WA,state,,15.0,,,4,America/Los_Angeles,False,1840120585
Mayfield,Mayfield,,46.5087,-122.5693,United States,US,USA,Washington,Washington,US-WA,state,,14.6,,,4,America/Los_Angeles,False,1840120584
Portage,Portage,,47.4073,-122.4376,United States,US,USA,Washington,Washington,US-WA,state,,185.3,,,4,America/Los_Angeles,False,1840037506
Port Townsend,Port Townsend,,48.122,-122.7872,United States,US,USA,Washington,Washington,US-WA,state,,546.0,9831.0,9831.0,3,America/Los_Angeles,False,1840019797
Port Orchard,Port Orchard,,47.5163,-122.661,United States,US,USA,Washington,Washington,US-WA,state,,584.0,14597.0,14597.0,3,America/Los_Angeles,False,1840019821
Riverbend,Riverbend,,47.4652,-121.7492,United States,US,USA,Washington,Washington,US-WA,state,,336.0,2562.0,2562.0,3,America/Los_Angeles,False,1840037860
River Road,River Road,,48.0677,-123.1276,United States,US,USA,Washington,Washington,US-WA,state,,760.0,694.0,694.0,3,America/Los_Angeles,False,1840037861
Sawyer,Sawyer,,46.4565,-120.3614,United States,US,USA,Washington,Washington,US-WA,state,,27.2,,,4,America/Los_Angeles,False,1840037587
West Fork,West Fork,,48.4577,-118.7503,United States,US,USA,Washington,Washington,US-WA,state,,0.1,,,5,America/Los_Angeles,False,1840120695
Grays,Grays,,48.106,-117.7516,United States,US,USA,Washington,Washington,US-WA,state,,21.9,,,4,America/Los_Angeles,False,1840120738
Skamokawa Valley,Skamokawa Valley,,46.3004,-123.4242,United States,US,USA,Washington,Washington,US-WA,state,,4.0,325.0,325.0,3,America/Los_Angeles,False,1840042053
South Creek,South Creek,,46.9994,-122.3921,United States,US,USA,Washington,Washington,US-WA,state,,131.0,2636.0,2636.0,3,America/Los_Angeles,False,1840042075
Stanwood,Stanwood,,48.2449,-122.3425,United States,US,USA,Washington,Washington,US-WA,state,,959.0,7354.0,7287.0,3,America/Los_Angeles,False,1840021079
Seltice,Seltice,,47.1555,-117.0871,United States,US,USA,Washington,Washington,US-WA,state,,0.7,,,5,America/Los_Angeles,False,1840120016
Omak,Omak,,48.4228,-119.5159,United States,US,USA,Washington,Washington,US-WA,state,,478.0,8114.0,4778.0,3,America/Los_Angeles,False,1840019761
Chinook,Chinook,,46.2755,-123.9425,United States,US,USA,Washington,Washington,US-WA,state,,58.0,154.0,154.0,3,America/Los_Angeles,False,1840017374
Coville,Coville,,48.1268,-123.6294,United States,US,USA,Washington,Washington,US-WA,state,,50.2,,,4,America/Los_Angeles,False,1840120468
South Hill,South Hill,,47.1203,-122.2848,United States,US,USA,Washington,Washington,US-WA,state,,1265.0,60172.0,60172.0,3,America/Los_Angeles,False,1840037886
Yokeko Point,Yokeko Point,,48.4137,-122.6179,United States,US,USA,Washington,Washington,US-WA,state,,265.5,,,4,America/Los_Angeles,False,1840120368
Zenith,Zenith,,47.3865,-122.3232,United States,US,USA,Washington,Washington,US-WA,state,,2316.8,,,4,America/Los_Angeles,False,1840037731
Shuwah,Shuwah,,48.0212,-124.3866,United States,US,USA,Washington,Washington,US-WA,state,,137.0,,,4,America/Los_Angeles,False,1840120552
Rosario Beach,Rosario Beach,,48.4195,-122.6643,United States,US,USA,Washington,Washington,US-WA,state,,59.2,,,4,America/Los_Angeles,False,1840120319
Gooseneck,Gooseneck,,45.7165,-121.0303,United States,US,USA,Washington,Washington,US-WA,state,,0.3,,,5,America/Los_Angeles,False,1840120529
Goose Prairie,Goose Prairie,,46.8951,-121.267,United States,US,USA,Washington,Washington,US-WA,state,,0.0,,,5,America/Los_Angeles,False,1840033760
Stabler,Stabler,,45.8082,-121.9076,United States,US,USA,Washington,Washington,US-WA,state,,8.4,,,5,America/Los_Angeles,False,1840120656
Badger,Badger,,46.2001,-119.3595,United States,US,USA,Washington,Washington,US-WA,state,,118.7,,,4,America/Los_Angeles,False,1840037527
Shrine Beach,Shrine Beach,,47.9204,-120.2106,United States,US,USA,Washington,Washington,US-WA,state,,15.7,,,4,America/Los_Angeles,False,1840120647
Carlisle East,Carlisle East,,47.142,-124.1005,United States,US,USA,Washington,Washington,US-WA,state,,8.2,,,5,America/Los_Angeles,False,1840120449
Mesa,Mesa,,46.5735,-119.0013,United States,US,USA,Washington,Washington,US-WA,state,,118.0,508.0,508.0,3,America/Los_Angeles,False,1840019887
Medina,Medina,,47.6273,-122.2427,United States,US,USA,Washington,Washington,US-WA,state,,884.0,3288.0,3288.0,3,America/Los_Angeles,False,1840019829
Mercer Island,Mercer Island,,47.5661,-122.232,United States,US,USA,Washington,Washington,US-WA,state,,1566.0,25894.0,25894.0,3,America/Los_Angeles,False,1840019830
Menlo,Menlo,,46.6215,-123.6471,United States,US,USA,Washington,Washington,US-WA,state,,53.3,,,4,America/Los_Angeles,False,1840037683
Meridian,Meridian,,47.6695,-122.3304,United States,US,USA,Washington,Washington,US-WA,state,,4501.6,,,2,America/Los_Angeles,False,1840037684
Thatcher,Thatcher,,48.5548,-122.8188,United States,US,USA,Washington,Washington,US-WA,state,,4.2,,,5,America/Los_Angeles,False,1840120065
Dexter by the Sea,Dexter by the Sea,,46.7212,-124.0138,United States,US,USA,Washington,Washington,US-WA,state,,155.3,,,4,America/Los_Angeles,False,1840119570
Oakville,Oakville,,46.8403,-123.2337,United States,US,USA,Washington,Washington,US-WA,state,,483.0,692.0,692.0,3,America/Los_Angeles,False,1840019848
Crabtree,Crabtree,,47.0341,-117.191,United States,US,USA,Washington,Washington,US-WA,state,,0.7,,,5,America/Los_Angeles,False,1840119708
South Highlands,South Highlands,,46.1935,-119.1375,United States,US,USA,Washington,Washington,US-WA,state,,3337.0,,,4,America/Los_Angeles,False,1840119593
Cumberland,Cumberland,,47.2829,-121.9271,United States,US,USA,Washington,Washington,US-WA,state,,136.6,,,4,America/Los_Angeles,False,1840037759
Stuck,Stuck,,47.2826,-122.2287,United States,US,USA,Washington,Washington,US-WA,state,,1728.0,,,4,America/Los_Angeles,False,1840120338
Napavine,Napavine,,46.5842,-122.9006,United States,US,USA,Washington,Washington,US-WA,state,,267.0,2001.0,2001.0,3,America/Los_Angeles,False,1840019884
Orin,Orin,,48.491,-117.91,United States,US,USA,Washington,Washington,US-WA,state,,12.4,,,4,America/Los_Angeles,False,1840120614
Mirror Lake,Mirror Lake,,47.3243,-122.3412,United States,US,USA,Washington,Washington,US-WA,state,,2520.2,,,4,America/Los_Angeles,False,1840120371
Gilberton,Gilberton,,47.639,-122.6049,United States,US,USA,Washington,Washington,US-WA,state,,840.3,,,4,America/Los_Angeles,False,1840037657
Glendale,Glendale,,47.9395,-122.3585,United States,US,USA,Washington,Washington,US-WA,state,,43.4,,,4,America/Los_Angeles,False,1840037658
Seattle Hill,Seattle Hill,,47.8798,-122.1641,United States,US,USA,Washington,Washington,US-WA,state,,2173.3,,,4,America/Los_Angeles,False,1840137008
Silverton,Silverton,,48.0784,-121.5671,United States,US,USA,Washington,Washington,US-WA,state,,0.1,,,5,America/Los_Angeles,False,1840033773
Bay City,Bay City,,46.8645,-124.0593,United States,US,USA,Washington,Washington,US-WA,state,,537.5,,,4,America/Los_Angeles,False,1840119566
Cascade Valley,Cascade Valley,,47.1412,-119.3291,United States,US,USA,Washington,Washington,US-WA,state,,216.0,1673.0,1673.0,3,America/Los_Angeles,False,1840037865
Fairwood,Fairwood,,47.4467,-122.143,United States,US,USA,Washington,Washington,US-WA,state,,1628.0,19962.0,19962.0,3,America/Los_Angeles,False,1840037517
Cathlamet,Cathlamet,,46.2055,-123.3835,United States,US,USA,Washington,Washington,US-WA,state,,440.0,572.0,572.0,3,America/Los_Angeles,False,1840022327
Beacon Hill,Beacon Hill,,46.1778,-122.9246,United States,US,USA,Washington,Washington,US-WA,state,,558.4,,,3,America/Los_Angeles,False,1840120192
Cougar,Cougar,,46.0493,-122.3034,United States,US,USA,Washington,Washington,US-WA,state,,50.9,,,3,America/Los_Angeles,False,1840037758
Prairie Heights,Prairie Heights,,47.1529,-122.1048,United States,US,USA,Washington,Washington,US-WA,state,,432.0,4187.0,4187.0,3,America/Los_Angeles,False,1840042027
Lakeland South,Lakeland South,,47.2784,-122.283,United States,US,USA,Washington,Washington,US-WA,state,,1044.0,13434.0,13434.0,3,America/Los_Angeles,False,1840074270
Lakeland North,Lakeland North,,47.3374,-122.2812,United States,US,USA,Washington,Washington,US-WA,state,,1530.0,12867.0,12867.0,3,America/Los_Angeles,False,1840074254
Lake Shore,Lake Shore,,45.6911,-122.6911,United States,US,USA,Washington,Washington,US-WA,state,,1794.0,7599.0,7599.0,3,America/Los_Angeles,False,1840037873
Snug Harbor,Snug Harbor,,48.0751,-123.703,United States,US,USA,Washington,Washington,US-WA,state,,85.3,,,4,America/Los_Angeles,False,1840120654
Methow,Methow,,48.1288,-120.0055,United States,US,USA,Washington,Washington,US-WA,state,,69.0,122.0,122.0,3,America/Los_Angeles,False,1840025237
Sekiu,Sekiu,,48.2637,-124.3012,United States,US,USA,Washington,Washington,US-WA,state,,187.0,62.0,62.0,3,America/Los_Angeles,False,1840025248
Steptoe,Steptoe,,47.0075,-117.3502,United States,US,USA,Washington,Washington,US-WA,state,,33.0,190.0,190.0,3,America/Los_Angeles,False,1840025258
Skamokawa,Skamokawa,,46.2704,-123.4571,United States,US,USA,Washington,Washington,US-WA,state,,34.6,,,4,America/Los_Angeles,False,1840037511
Skamania,Skamania,,45.6173,-122.0418,United States,US,USA,Washington,Washington,US-WA,state,,52.2,,,4,America/Los_Angeles,False,1840119591
Yethonat,Yethonat,,46.4046,-120.3964,United States,US,USA,Washington,Washington,US-WA,state,,36.0,,,4,America/Los_Angeles,False,1840120127
Rose Hill,Rose Hill,,47.6759,-122.169,United States,US,USA,Washington,Washington,US-WA,state,,1801.1,,,4,America/Los_Angeles,False,1840119601
Neah Bay,Neah Bay,,48.3612,-124.6115,United States,US,USA,Washington,Washington,US-WA,state,,172.0,1049.0,1049.0,3,America/Los_Angeles,False,1840023937
Naselle,Naselle,,46.365,-123.8013,United States,US,USA,Washington,Washington,US-WA,state,,71.0,421.0,421.0,3,America/Los_Angeles,False,1840018467
